#dispelling

#Lizardman Rituals Mechanics. 
heavens_lore_proc.402a;WAR, WHAT IS IT GOOD FOR?;;;;;;;;;;;;x


beasts_lore.2;Lore of Beasts.;;;;;;;;;;;;x
beasts_lore.2_desc;The Lore of Beasts contains spells to call the primal beasts of the world to your command. From causing direct and viscious harm to your enemies, to summoning packs of wild war beasts, this lore is as diverse as it is powerful.;;;;;;;;;;;;x
beasts_lore.2a;Wrath of Nature.;;;;;;;;;;;;x
beasts_lore.2b;Beasts Gone Wild.;;;;;;;;;;;;x
beasts_lore.2c;Servants of the Wild.;;;;;;;;;;;;x
beasts_lore.2d;Amber Spear.;;;;;;;;;;;;x

beasts_lore.101;Wrath of Nature..;;;;;;;;;;;;x
beasts_lore.101_desc;The assiduius might of the wrath of nature, strikes as beasts and other animals hurl themselves at your foe. The screams of your foes as the beasts of the wild tear into them are something to behold..;;;;;;;;;;;;x
beasts_lore.101a;MUAHAHAHA!;;;;;;;;;;;;x

beasts_lore.201;Ours is the Fury!;;;;;;;;;;;;x
beasts_lore.201_desc;Your armies are infused with the primal energies of the hunt, forgoing their defenses, they reach forth to slaughter all who shall stand in their path!;;;;;;;;;;;;x
beasts_lore.201a;By Tooth, Nail and Claw!;;;;;;;;;;;;x

beasts_lore.300;Servants of the Wild.;;;;;;;;;;;;x
beasts_lore.300_desc;A powerful ability of a Beast Lore mage is to summon a permanent pack of wild beasts to form the core of a shocktroop for your army.;;;;;;;;;;;;x
beasts_lore.300a;Even the beasts bend to my will!;;;;;;;;;;;;x

beasts_lore.301;My are is the wild!;;;;;;;;;;;;x
beasts_lore.301_desc;The beasts of the wild gnaw and groan, aching for the flesh of your enemies!;;;;;;;;;;;;x
beasts_lore.301a;TO WAR MY MINIONS!;;;;;;;;;;;;x

beasts_lore.401;Amber Spear!;;;;;;;;;;;;x
beasts_lore.401_desc;A blast of magic takes form, striking with the force of a siege weapon, shattering walls and pulverizing men!;;;;;;;;;;;;x
beasts_lore.401a;Can any now stand before me!;;;;;;;;;;;;x

beasts_lore_non_battle.2;Lore of Beasts.;;;;;;;;;;;;x
beasts_lore_non_battle.2_desc;The Lore of Beasts is the magic of the animals of the wilds. Through its untamable powers, the forces of the wild shall march to war on your behalf, and strange, wierd abilities become yours to control. Everything from the summoning of hosts of the wild in vengence, to the taming of beasts are yours...;;;;;;;;;;;;x
beasts_lore_non_battle.2a;Cast Horrendous Transmutation.;;;;;;;;;;;;x
beasts_lore_non_battle.2b;Cast Army of the Woods.;;;;;;;;;;;;x
beasts_lore_non_battle.2c;Cast Taming of the Wilds.;;;;;;;;
beasts_lore_non_battle.2d;Cast The Unending Horde of Nature.;;;;;;;;;;;;x
beasts_lore_non_battle.2a_desc;Through [magic_caster.GetBestName]'s twisting power, [spelltarget.GetBestName]'s soul and body are shaped and distorted, untill they resemble something more humble, or more monstrous.;;;;;;;;;;;;x
beasts_lore_non_battle.2b_desc;Through [magic_caster.GetBestName]'s bonds to nature, a mighty army can be brought forth to ravage or to serve [spelltarget.GetBestName].;;;;;;;;;;;;x
beasts_lore_non_battle.2c_desc;A Mighty Beast is called from the wilds to serve as the noble to steed to [spelltarget.GetBestName]. For the denizens of deepest lustria, the mighty dinosaurs ramble and roar in their noble service.;;;;;;;;;;;;x
beasts_lore_non_battle.2d_desc;[magic_caster.GetBestName] unleashes an unrivaled monstrosity in the form of a massive army of the forrests denizens. This unstoppable force shall march to glory, continously reinforced by the beasts of the forest.;;;;;;;;;;;;x

beasts_lore_non_battle.101;Horrendous Transmutation.;;;;;;;;;;;;x
beasts_lore_non_battle.101_desc;Through [magic_caster.GetBestName]'s twisting power, [spelltarget.GetBestName]'s soul and body are shaped and distorted, untill they resemble something more humble, or more monstrous.;;;;;;;;;;;;x
beasts_lore_non_battle.101a;By the guiding light of the Heavens.;;;;;;;;;;;;x

beasts_lore_non_battle.200;Army of the Woods.;;;;;;;;;;;;x
beasts_lore_non_battle.200_desc;The beasts of the woods rise from the lands, roving and snarking towards the soon to be victims of the fury of natures wrath.;;;;;;;;;;;;x
beasts_lore_non_battle.200a;For Victory!;;;;;;;;;;;;x

beasts_lore_non_battle.201;An Army marches from the woods!;;;;;;;;;;;;x
beasts_lore_non_battle.201_desc;The beasts unrivaled by mortal men march forth to war, it remains your choice as to the nature of the fury that shall be unleashed, an army to fight, or a roving revolution of the woods!;;;;;;;;;;;;x
beasts_lore_non_battle.201a;A Revolution of Nature!;;;;;;;;;;;;x
beasts_lore_non_battle.201b;An army of the Woods!;;;;;;;;;;;;x

beasts_lore_non_battle.300;Taming of the Wilds.;;;;;;;;;;;;x
beasts_lore_non_battle.300_desc;By the powers of the wild, does [spelltarget.GetBestName] find themselves given a beast of untold power, a mighty mount to rival the beasts of the ancient parts of the world!;;;;;;;;;;;;x
beasts_lore_non_battle.300a;By my power!;;;;;;;;;;;;x

beasts_lore_non_battle.301;War, it is time for War, on my mighty beast!;;;;;;;;;;;;x
beasts_lore_non_battle.301_desc;The Mighty war beast is ready now to carry forth [spelltarget.GetBestName] into battle, all for the purpose of increasing the power they can bring to battle.;;;;;;;;;;;;x
beasts_lore_non_battle.301a;A beast of war!;;;;;;;;;;;;x

beasts_lore_non_battle.400;An Assault from the Forrests.;;;;;;;;;;;;x
beasts_lore_non_battle.400_desc;[spellloc.GetBestName] is infested with an unending horde of beasts, soon your enemies shall tremble before this mighty nightmare of an incursion;;;;;;;;;;;;x
beasts_lore_non_battle.400a;An army of the Wilds!;;;;;;;;;;;;x

beasts_lore_non_battle.401;The Beasts March!;;;;;;;;;;;;x
beasts_lore_non_battle.401_desc;The beasts march, infesting the lands with the unstoppable hordes of the natural world.;;;;;;;;;;;;x
beasts_lore_non_battle.401a;An unending army!;;;;;;;;;;;;x


beasts_lore_non_battle.500;Magic is Might!;;;;;;;;;;;;x
beasts_lore_non_battle.500_desc;Your magic has bubbled in your fingertips, leaving a growing feeling of the arcane, it is time now to choose what action you shall undertake next.;;;;;;;;;;;;x
beasts_lore_non_battle.500a;I am done with spell casting.;;;;;;;;;;;;x

beasts_lore_non_battle.501;You Magic has been Dispeled.;;;;;;;;;;;;x
beasts_lore_non_battle.501_desc;To your horror your magic has been dispelled by an enemey caster.;;;;;;;;;;;;x
beasts_lore_non_battle.501a;Curses!.;;;;;;;;;;;;x


death_lore.2;Lore of Death.;;;;;;;;;;;;x
death_lore.2_desc;The Lore of Death conjures the raw essence of the most feared of all forces, Death. By calling forth this power you can not just destroy armies, but prevent movement of troops and slaughter commanders.;;;;;;;;;;;;x
death_lore.2a;Death Bolt.;;;;;;;;;;;;x
death_lore.2b;Ward of Death.;;;;;;;;;;;;x
death_lore.2c;Death's Majesty.;;;;;;;;;;;;x
death_lore.2d;Black Sphere of Xerxes.;;;;;;;;;;;;x

death_lore.100;Bolt of Death.;;;;;;;;;;;;x
death_lore.100_desc;Calling up the very stuff of death, you launch it forth at your enemies generals!.;;;;;;;;;;;;x
death_lore.100a;Death awaits you all!;;;;;;;;;;;;x

death_lore.101;A blast from death!.;;;;;;;;;;;;x
death_lore.101_desc;Life rapidly departs your victims, as the fullness of death consumes them.;;;;;;;;;;;;x
death_lore.101a;Die!;;;;;;;;;;;;x

death_lore.200;Ward of Death!;;;;;;;;;;;;x
death_lore.200_desc;Summoning forth the essence of death around your battle, you prevent all forces from coming to your enemies aid.;;;;;;;;;;;;x
death_lore.200a;You are stuck in here with me!;;;;;;;;;;;;x

death_lore.201;Death is my shield!;;;;;;;;;;;;x
death_lore.201_desc;The oppressive nature of death prevents all repreive!;;;;;;;;;;;;x
death_lore.201a;For death's might!;;;;;;;;;;;;x

death_lore.300;Imperious Will of the Dead.;;;;;;;;;;;;x
death_lore.300_desc;By calling upon the power of death, you can disrupt the very connection a necromancer possesses with his undead minions, senidng them back to the dead.;;;;;;;;;;;;x
death_lore.300a;Death to the unclean!;;;;;;;;;;;;x

death_lore.301;What is dead should stay dead!;;;;;;;;;;;;x
death_lore.301_desc;Undoing the sinews of power that animate the dead, the death mage strikes at the essence of the necromancer's power !;;;;;;;;;;;;x
death_lore.301a;Vlad say what now?;;;;;;;;;;;;x
	
death_lore.400;Purple Sun of Xerxes.;;;;;;;;;;;;x
death_lore.400_desc;You unleash perhaps the most potent weapon of magic in existance, this roaming vortex randomly moves and slaughters what it finds.;;;;;;;;;;;;x
death_lore.400a;PREPARE YOUR ANUS!;;;;;;;;;;;;x

death_lore.401;BIG BLACK BALLS OF DOOM!;;;;;;;;;;;;x
death_lore.401_desc;The Vortex of power spirals outside of your concious control, consuming your enemies as it finds them!;;;;;;;;;;;;x
death_lore.401a;Can any now stand before me!;;;;;;;;;;;;x

death_lore_non_battle.2a;Cast Horrendous Transmutation.;;;;;;;;;;;;x
death_lore_non_battle.2b;Cast Army of the Woods.;;;;;;;;;;;;x
death_lore_non_battle.2c;Cast Taming of the Wilds.;;;;;;;;
death_lore_non_battle.2d;Cast The Unending Horde of Nature.;;;;;;;;;;;;x
death_lore_non_battle.2a_desc;Through [magic_caster.GetBestName]'s twisting power, [spelltarget.GetBestName]'s soul and body are shaped and distorted, untill they resemble something more humble, or more monstrous.;;;;;;;;;;;;x
death_lore_non_battle.2b_desc;Through [magic_caster.GetBestName]'s bonds to nature, a mighty army can be brought forth to ravage or to serve [spelltarget.GetBestName].;;;;;;;;;;;;x
death_lore_non_battle.2c_desc;A Mighty Beast is called from the wilds to serve as the noble to steed to [spelltarget.GetBestName]. For the denizens of deepest lustria, the mighty dinosaurs ramble and roar in their noble service.;;;;;;;;;;;;x
death_lore_non_battle.2d_desc;[magic_caster.GetBestName] unleashes an unrivaled monstrosity in the form of a massive army of the forrests denizens. This unstoppable force shall march to glory, continously reinforced by the beasts of the forest.;;;;;;;;;;;;x

death_lore_non_battle.101;Horrendous Transmutation.;;;;;;;;;;;;x
death_lore_non_battle.100_desc;Through [magic_caster.GetBestName]'s twisting power, [spelltarget.GetBestName]'s soul and body are shaped and distorted, untill they resemble something more humble, or more monstrous.;;;;;;;;;;;;x
death_lore_non_battle.100a;By the guiding light of the Heavens.;;;;;;;;;;;;x
death_lore_non_battle.101;By my will, Transform!;;;;;;;;;;;;x
death_lore_non_battle.101_desc;By my will shall you suffer ignomity!.;;;;;;;;;;;;x
death_lore_non_battle.101a;By my will, may you see!;;;;;;;;;;;;x

death_lore_non_battle.200;Army of the Woods.;;;;;;;;;;;;x
death_lore_non_battle.200_desc;The beasts of the woods rise from the lands, roving and snarking towards the soon to be victims of the fury of natures wrath.;;;;;;;;;;;;x
death_lore_non_battle.200a;For Victory!;;;;;;;;;;;;x


death_lore_non_battle.201;An Army marches from the woods!;;;;;;;;;;;;x
death_lore_non_battle.201_desc;The beasts unrivaled by mortal men march forth to war, it remains your choice as to the nature of the fury that shall be unleashed, an army to fight, or a roving revolution of the woods!;;;;;;;;;;;;x
death_lore_non_battle.201a;A Revolution of Nature!;;;;;;;;;;;;x
death_lore_non_battle.201b;An army of the Woods!;;;;;;;;;;;;x



death_lore_non_battle.300;Taming of the Wilds.;;;;;;;;;;;;x
death_lore_non_battle.300_desc;By the powers of the wild, does [spelltarget.GetBestName] find themselves given a beast of untold power, a mighty mount to rival the beasts of the ancient parts of the world!;;;;;;;;;;;;x
death_lore_non_battle.300a;By my power!;;;;;;;;;;;;x

death_lore_non_battle.301;War, it is time for War, on my mighty beast!;;;;;;;;;;;;x
death_lore_non_battle.301_desc;The Mighty war beast is ready now to carry forth [spelltarget.GetBestName] into battle, all for the purpose of increasing the power they can bring to battle.;;;;;;;;;;;;x
death_lore_non_battle.301a;A beast of war!;;;;;;;;;;;;x


death_lore_non_battle.400;An Assault from the Forrests.;;;;;;;;;;;;x
death_lore_non_battle.400_desc;[spellloc.GetBestName] is infested with an unending horde of beasts, soon your enemies shall tremble before this mighty nightmare of an incursion;;;;;;;;;;;;x
death_lore_non_battle.400a;An army of the Wilds!;;;;;;;;;;;;x

death_lore_non_battle.401;The Beasts March!;;;;;;;;;;;;x
death_lore_non_battle.401_desc;The beasts march, infesting the lands with the unstoppable hordes of the natural world.;;;;;;;;;;;;x
death_lore_non_battle.401a;An unending army!;;;;;;;;;;;;x




fire_lore.2;Lore of Fire.;;;;;;;;;;;;x
fire_lore.2_desc;To call upon the Lore of Fire, is to call upon the most untamed and wild of all magics, for fire cares very little for what it burns, only that everything burns. This magic is beyond true mastery, and only a foolhardy mage would ever believe themselves the true master of the fires!;;;;;;;;;;;;x
fire_lore.2a;Fireball.;;;;;;;;;;;;x
fire_lore.2b;Burning Blade.;;;;;;;;;;;;x
fire_lore.2c;Blast of Flame.;;;;;;;;;;;;x
fire_lore.2d;Firestorm.;;;;;;;;;;;;x

fire_lore.100;Fireball.;;;;;;;;;;;;x
fire_lore.100_desc;Calling the most basic of all instincts of fire, you let your enemy taste the capriciousness of the flames!.;;;;;;;;;;;;x
fire_lore.100a;Fire!;;;;;;;;;;;;x

fire_lore.101;BURNING! BURNING! BURNING!.;;;;;;;;;;;;x
fire_lore.101_desc;The fires cling to the flesh, spreading, ever spreading, till naught but ash remains!.;;;;;;;;;;;;x
fire_lore.101a;MUAHAHAHA!;;;;;;;;;;;;x

fire_lore.200;Burning Blade!.;;;;;;;;;;;;x
fire_lore.200_desc;You enchant the metal blades of your army, bringing the totality of fire's purifying might with each swing or shot!.;;;;;;;;;;;;x
fire_lore.200a;Cleave to the flame!;;;;;;;;;;;;x

fire_lore.201;Agonies unbridled!;;;;;;;;;;;;x
fire_lore.201_desc;Your armies march into battle, empowered by the furies of the Bright Lore!;;;;;;;;;;;;x
fire_lore.201a;Fire brings the glory!;;;;;;;;;;;;x

fire_lore.300;Fire Blast.;;;;;;;;;;;;x
fire_lore.300_desc;Your enemies believe their walls shall protect them, oh how wrong art they!.;;;;;;;;;;;;x
fire_lore.300a;Your walls crumble before the fury!;;;;;;;;;;;;x

fire_lore.301;It is so Bright!!;;;;;;;;;;;;x
fire_lore.301_desc;As stone gives way to the unending flame, you listen to the screams of the maimed!;;;;;;;;;;;;x
fire_lore.301a;Pretty!;;;;;;;;;;;;x

fire_lore.400;Fire Storm.;;;;;;;;;;;;x
fire_lore.400_desc;Calling forth the untamed energies of flame you let loose the conflagoration that consumes all, friend and foe.;;;;;;;;;;;;x
fire_lore.400a;Fire is GOD!;;;;;;;;;;;;x

fire_lore.401;It smells nice!;;;;;;;;;;;;x
fire_lore.401_desc;The ash chokes the air, as untold numbers are burned to ash!;;;;;;;;;;;;x
fire_lore.401a;Victory, she smells sweet in the air!;;;;;;;;;;;;x

fire_lore_non_battle.2a;Cast Blazing Blade.;;;;;;;;;;;;x
fire_lore_non_battle.2b;Cast Fires Hope.;;;;;;;;;;;;x
fire_lore_non_battle.2c;Cast Wild Fire.;;;;;;;;
fire_lore_non_battle.2d;Cast Blazing Heat.;;;;;;;;;;;;x


fire_lore_non_battle.101;Blazing Blade.;;;;;;;;;;;;x
fire_lore_non_battle.101_desc;Through [magic_caster.GetBestName]'s burning bright furies, [spelltarget.GetBestName]'s Blade is enchanted with an everburning fire, promising a blazing end to any who shall meet this blade in direct combat.;;;;;;;;;;;;x
fire_lore_non_battle.101a;By the burning winds.;;;;;;;;;;;;x



fire_lore_non_battle.201;Fires Hope!;;;;;;;;;;;;x
fire_lore_non_battle.201_desc;Fire's mighty inspiration burns forth in the heart of [spelltarget.GetBestName], inspiring him and his men to even greeater feats of glory and courage. With such magic backing their actions you can be certain of victory!;;;;;;;;;;;;x
fire_lore_non_battle.201a;Fire Light's the Way!;;;;;;;;;;;;x




fire_lore_non_battle.301;Wild Fire!;;;;;;;;;;;;x
fire_lore_non_battle.301_desc;The wild fires of nature burn with an intensity unmatched by common sparks of flame. By careful application [magic_caster.GetBestName] has proven apt at unleashing nature's monstrosity on your desired victims capital.;;;;;;;;;;;;x
fire_lore_non_battle.301a;An inferno of Death!;;;;;;;;;;;;x



fire_lore_non_battle.401;Blazing Heat!;;;;;;;;;;;;x
fire_lore_non_battle.401_desc;An unnatural heat raises from the earth, stripping the very vigor of life from the lands of [spelltarget.GetBestName]. This unnatural heat, conjured as a weapon will surely bring untold havoc and devestation to those whose ends you desire..;;;;;;;;;;;;x
fire_lore_non_battle.401a;An unending army!;;;;;;;;;;;;x


fire_lore_non_battle.99998;Magic is Might!;;;;;;;;;;;;x
fire_lore_non_battle.99998_desc;Your magic has bubbled in your fingertips, leaving a growing feeling of the arcane, it is time now to choose what action you shall undertake next.;;;;;;;;;;;;x
fire_lore_non_battle.99998a;I am done with spell casting.;;;;;;;;;;;;x

fire_lore_non_battle.99999;You Magic has been Dispeled.;;;;;;;;;;;;x
fire_lore_non_battle.99999_desc;To your horror your magic has been dispelled by an enemey caster.;;;;;;;;;;;;x
fire_lore_non_battle.99999a;Curses!.;;;;;;;;;;;;x


life_lore.1;The Winds of Magic!;;;;;;;;;;;;x
life_lore.1_desc;The swirling essence of Chaos itself, the very winds of magic itelf flows through you with the energy of that accursed void. Their swirling energies are potent and rich, and the air crackles with these arcane and unfathomable energies of pure corruption, testing, tasting, twisting all the mundane world. Now is the moment of choice, the moment in which you must choose what to do next, to risk your very soul, and devestate your foe, or let these hideously uncontrollable energies subside.;;;;;;;;;;;;x
life_lore.1a;I call on the winds!;;;;;;;;;;;;x
life_lore.1b;I shall not cast at this time.;;;;;;;;;;;;x
life_lore.1c;I like the energies to cast at this time. ;;;;;;;;;;;;x




life_lore.2;Lore of Life.;;;;;;;;;;;;x
life_lore.2_desc;To call upon the Lore of Life, is to envoke the very essence that moves men, beasts and plants. To call upon the lore of life is to bring blazing renewal in the face of the enemy, letting your armies regenerate at rates hitherto unimagined.;;;;;;;;;;;;x
life_lore.2a;Grasping Vine.;;;;;;;;;;;;x
life_lore.2b;Life Blossom.;;;;;;;;;;;;x
life_lore.2c;Overgrowth.;;;;;;;;;;;;x
life_lore.2d;Resurrection.;;;;;;;;;;;;x



life_lore.100;Grasping Vine.;;;;;;;;;;;;x
life_lore.100_desc;The grasping vines wraps your victims and slowly but assuredly crushes the life from them.;;;;;;;;;;;;x
life_lore.100a;DIE!;;;;;;;;;;;;x

life_lore.101;Crush, CRUSH! CRUSH!.;;;;;;;;;;;;x
life_lore.101_desc;The vines bind and twist and tangle, squeezing life, snapping bones, crushing muscle!.;;;;;;;;;;;;x
life_lore.101a;MUAHAHAHA!;;;;;;;;;;;;x




life_lore.200;Life Blossom.;;;;;;;;;;;;x
life_lore.200_desc;The very essence of life itself bubbles throughout your army, rekniting bone, and restoring flesh!.;;;;;;;;;;;;x
life_lore.200a;Life Anew!;;;;;;;;;;;;x


life_lore.201;The POWER OF LIFE!;;;;;;;;;;;;x
life_lore.201_desc;Like nothing you have ever imagined, with each day your armies are further renewed, none shall stand before you!;;;;;;;;;;;;x
life_lore.201a;Life is the glory of war!;;;;;;;;;;;;x




life_lore.300;Overgrowth.;;;;;;;;;;;;x
life_lore.300_desc;Overwelmingly the forces of life rush and flow, moving for miles around, enfusing your armies with vitality, and strangling slowly your enemies!.;;;;;;;;;;;;x
life_lore.300a;In life we find death!;;;;;;;;;;;;x

life_lore.301;RENEWAL!;;;;;;;;;;;;x
life_lore.301_desc;The fortunes of war have shifted slowly, as your collected armies feel life itself restored, and your enemies know the horrors of life unrestrained!;;;;;;;;;;;;x
life_lore.301a;In life we find power!;;;;;;;;;;;;x






life_lore.400;Ressurection .;;;;;;;;;;;;x
life_lore.400_desc;While other spells may bring back dead soldiers, only this unspeakable power can give you new soldiers entirely!.;;;;;;;;;;;;x
life_lore.400a;I am become GOD!;;;;;;;;;;;;x

life_lore.401;From my throne, yea all are as rodents!;;;;;;;;;;;;x
life_lore.401_desc;Your citizens and levies are rapidly restored to the fullness of their beginings from their depleted states!;;;;;;;;;;;;x
life_lore.401a;Can any now stand before me!;;;;;;;;;;;;x


life_lore_non_battle.2;Lore of Light.;;;;;;;;;;;;x
life_lore_non_battle.2_desc;The Lore of the Light is the art of binding, warding and restricting. Unlike other magics that focus on the taming of the natural world or the conjuring of raw power, the Lore of Light works between the barriers of the world, empowering, restricting, binding, shackling. It is the Lore that shackles daemons and the undead, and brings ritual purification to those who are profane. Within the auspices of the Lore of Light, the spells of warding are to be found, bringing protection from the fell magics;;;;;;;;;;;;x
life_lore_non_battle.2a;Cast Divination.;;;;;;;;;;;;x
life_lore_non_battle.2c;Cast Enlightenment of the Heavens.;;;;;;;;;;;;x
life_lore_non_battle.2b;Cast Storm of Destiny.;;;;;;;;
life_lore_non_battle.2d;Cast Binding of Fate.;;;;;;;;;;;;x
life_lore_non_battle.2a_desc;Through [spellcaster.GetBestName]'s unearthly power, [spelltarget.GetBestName] is shown visions of things to be, of things to come.;;;;;;;;;;;;x
life_lore_non_battle.2c_desc;Through [spellcaster.GetBestName]'s unearthly power, [spelltarget.GetBestName] mind is forcibly expanded outwards, driving it close to madness, but letting [spelltarget.GetBestName] experience the fleeting moment of eternity.;;;;;;;;;;;;x
life_lore_non_battle.2b_desc;Unleash or quell the might of the astrological storm, with the winds of the world, and the whims of destiny, conspiring to either advance or hinder military progress within the lands.;;;;;;;;;;;;x
life_lore_non_battle.2d_desc;[spellcaster.GetBestName]'s possesses the most ungodly of powers, that to bind fate. [spelltarget.GetBestName] destiny in the face of death in battle or death to the shadows is bound to your whims.;;;;;;;;;;;;x

life_lore_non_battle.101;Divination.;;;;;;;;;;;;x
life_lore_non_battle.100_desc;The hidden flows of the future are opened to [spelltarget.GetBestName]. The future shall be such that often are the chances given to them such that they can turn it's mercurial twists to their own benefit.;;;;;;;;;;;;x
life_lore_non_battle.100a;By the guiding light of the Heavens.;;;;;;;;;;;;x
life_lore_non_battle.101;Divination.;;;;;;;;;;;;x
life_lore_non_battle.101_desc;With unparralled foresight, destiny is revealed, and the future is claimed.;;;;;;;;;;;;x
life_lore_non_battle.101a;By my will, may you see!;;;;;;;;;;;;x



life_lore_non_battle.200;Storm of Destiny.;;;;;;;;;;;;x
life_lore_non_battle.200_desc;The flowing might of the winds tears through the lands, aiding or hindering the movement of men and material.;;;;;;;;;;;;x
life_lore_non_battle.200a;For Victory!;;;;;;;;;;;;x


life_lore_non_battle.201;Some being pits its will against us!;;;;;;;;;;;;x
life_lore_non_battle.201_desc;Animated by your magics,A storm of magical power lends strength or saps energy from those moving at a location!;;;;;;;;;;;;x
life_lore_non_battle.201a;Hindering Heavens!;;;;;;;;;;;;x
life_lore_non_battle.201b;Storm of Benefits!;;;;;;;;;;;;x



life_lore_non_battle.300;Enlightenment of the Heavens.;;;;;;;;;;;;x
life_lore_non_battle.300_desc;By reaching into the future of what shall be, a celestial mage is capable of brining the future into the present for better or for worse. Choose whether you wish to bring the failing or growing intellectual qualities of [spelltarget.GetBestName] into the now!;;;;;;;;;;;;x
life_lore_non_battle.300a;By my power!;;;;;;;;;;;;x

life_lore_non_battle.301;Potential is realised, failure is present!;;;;;;;;;;;;x
life_lore_non_battle.301_desc;Like a raging sun, the fire of hope burns out of control, empowering your men!;;;;;;;;;;;;x
life_lore_non_battle.301a;An intellectual Blessing!;;;;;;;;;;;;x
life_lore_non_battle.301b;Cursed Intellect!;;;;;;;;;;;;x






life_lore_non_battle.400;Bindings of Fate..;;;;;;;;;;;;x
life_lore_non_battle.400_desc;Of all the many powers unnatural wielded by wizards, there are few that compare to the power to bind fate to particular happenings. The celestial mage posseses this unique and terrible power, the ability to make even the mightiest as weak as the newborn lamb,;;;;;;;;;;;;x
life_lore_non_battle.400a;By the Gods, what evil has been found!;;;;;;;;;;;;x

life_lore_non_battle.401;By My will the fates shall tumble!;;;;;;;;;;;;x
life_lore_non_battle.401_desc;Power most unnatural, by will or by doom shall destiny twist untill this fate is recieved. Death is determined and life is assured, all by the bindings of the Amythest mage!;;;;;;;;;;;;x
life_lore_non_battle.401a;Cure of the Shadows (Plot Death)!;;;;;;;;;;;;x
life_lore_non_battle.401b;Blessings of Ligth (Plot Protection);;;;;;;;;;;;x
life_lore_non_battle.401c;Curse of the Blade (Dueling Death);;;;;;;;;;;;x
life_lore_non_battle.401d;Blessings of the Shield (Dueling Protection);;;;;;;;;;;;x





light_lore.2;Lore of Light.;;;;;;;;;;;;x
light_lore.2_desc;To wield the Lore of Light is to call upon the primal forces of the light, to cut down the daemon were it stands, and to inspire the most stout resistance in your entire army!;;;;;;;;;;;;x
light_lore.2a;Holy Fire.;;;;;;;;;;;;x
light_lore.2b;Speed of Light.;;;;;;;;;;;;x
light_lore.2c;Wall of Light.;;;;;;;;;;;;x
light_lore.2d;Light of the HEAVENS!;;;;;;;;;;;;x



light_lore.100;Holy Fire.;;;;;;;;;;;;x
light_lore.100_desc;A blast of sacred fire leaves your hands, inflicting truly horrific harm unto the daemonic!;;;;;;;;;;;;x
light_lore.100a;Purification!;;;;;;;;;;;;x


light_lore.101;Holy Fire.;;;;;;;;;;;;x
light_lore.101_desc;The screams of the daemonic fill your ears, as the holy light strips flesh from bone!.;;;;;;;;;;;;x
light_lore.101a;Death to the Unclean!;;;;;;;;;;;;x



light_lore.200;Speed of Light.;;;;;;;;;;;x
light_lore.200_desc;You empower the force of your armies, enabling them to strike with unrivaled offense!.;;;;;;;;;;;;x
light_lore.200a;Onwards, To Victory!;;;;;;;;;;;;x


light_lore.201;Like a flash!;;;;;;;;;;;;x
light_lore.201_desc;Your army, empowered into motion, quickly and decisively overcomes all who dares face it on the field of battle!;;;;;;;;;;;;x
light_lore.201a;CHARRRGGGEEEE!;;;;;;;;;;;;x




light_lore.300;Wall of Light.;;;;;;;;;;;;x
light_lore.300_desc;The light empowers your armies, making them an unmovable wall in the face of the enemy!.;;;;;;;;;;;;x
light_lore.300a;I shield my devotees with my soul!;;;;;;;;;;;;x

light_lore.301;A Barrier of the Soul!!;;;;;;;;;;;;x
light_lore.301_desc;The powers of light make your army an immovable object, as the hordes of the enemy falter around their eternal bulwark!;;;;;;;;;;;;x
light_lore.301a;GLORY!;;;;;;;;;;;;x






light_lore.400;Light of the Heavens.;;;;;;;;;;;;x
light_lore.400_desc;The very blazing light of the heavens itself descends, striking foes and healing freinds within a single province radius.;;;;;;;;;;;;x
light_lore.400a;Salvation!;;;;;;;;;;;;x

light_lore.401;The Light without End!;;;;;;;;;;;;x
light_lore.401_desc;The heart of your army restored, your forces stand ready to resist all who shall come!;;;;;;;;;;;;x
light_lore.401a;For Life!;;;;;;;;;;;;x


light_lore.500;Magic is Might!;;;;;;;;;;;;x
light_lore.500_desc;Your magic has bubbled in your fingertips, leaving a growing feeling of the arcane, it is time now to choose what action you shall undertake next.;;;;;;;;;;;;x
light_lore.500a;It is time to cast again!;;;;;;;;;;;;x
light_lore.500b;I am done with spell casting.;;;;;;;;;;;;x

light_lore.501;You Magic has been Dispeled.;;;;;;;;;;;;x
light_lore.501_desc;To your horror your magic has been dispelled by an enemey caster.;;;;;;;;;;;;x
light_lore.501a;Curses!.;;;;;;;;;;;;x



light_lore.503;Magic is Might!;;;;;;;;;;;;x
light_lore.503_desc;The smell of power hangs in the air, do you possess the daring and strength to cast again?.;;;;;;;;;;;;x
light_lore.503a;It is time to cast again!;;;;;;;;;;;;x
light_lore.503b;I am done with spell casting.;;;;;;;;;;;;x
light_lore_non_battle.1;The Winds of Magic!;;;;;;;;;;;;x
