#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_JD_50001_NEW_POLICY;[FromFrom.GetEmperorEmpress] [FromFrom.GetDynName], known for [FromFrom.GetPossPronoun] [From.Offmap.GetPrevPolicy] Policy, has died and [From.GetDynName] now sits upon the Dragon Throne. It is said that [From.GetSubjectPronoun] especially appreciates [From.Offmap.GetLike] but despises [From.Offmap.GetDislike]. Unlike [From.GetPossPronoun] predecessor, the new [From.GetEmperorEmpress] is known to favor the idea of an [From.Offmap.GetPolicy] China.;L'[FromFrom.GetEmperorEmpress] [FromFrom.GetDynName], connu[FromFrom.Get_E] pour sa politique [From.Offmap.GetPrevPolicy], a trépassé et [From.GetDynName] est maintenant assis[From.Get_E] sur le trône du Dragon. Il est dit qu'[From.GetIlElle] apprécie particulièrement [From.Offmap.GetLike] mais méprise [From.Offmap.GetDislike]. Contrairement à son prédécesseur, [From.GetLeLa] nouve[From.GetLLle] [From.GetEmperorEmpress] est connu[From.Get_E] pour favoriser une Chine [From.Offmap.GetPolicy].;[FromFrom.GetEmperorEmpress] [FromFrom.GetDynName], bekannt für [From.GetHerHis]e [From.Offmap.GetPrevPolicy]-Politik, ist gestorben und [From.GetDynName] sitzt jetzt auf dem Drachenthron. Es wird gesagt, dass [FromFrom.GetSheHe] besonders [From.Offmap.GetLike] mag, aber [From.Offmap.GetDislike] verachtet. Im Gegensatz zu [From.GetHerHis]em Vorgänger ist [From.Getderdie] neue [From.GetEmperorEmpress] bekannt, die Idee eines Chinas zu bevorzugen, das [From.Offmap.GetPolicy] ist.;;[FromFrom.GetEmperorEmpress] [FromFrom.GetDynName], célebre por su política [From.Offmap.GetPrevPolicy], murió y ahora [From.GetDynName] se sienta en el trono del Dragón. Se dice que aprecia especialmente [From.Offmap.GetLike] pero desdeña [From.Offmap.GetDislike]. Al contrario que su predecesor/a, se sabe que el/la nuevo/a [From.GetEmperorEmpress] favorece la idea de una china [From.Offmap.GetPolicy].;;;;;;;;;x
EVTDESC_JD_50021_OPEN;Valyria has abandoned its [FromFrom.GetPrevPolicy] ways and is now open to trade and business as usual.;La Chine a abandonné sa politique [FromFrom.GetPrevPolicy] et est maintenant ouverte au commerce.;China hat seine Politik [FromFrom.GetPrevPolicy] aufgegeben und ist nun offen für Handel und normale Geschäfte.;;China ha abandonado la vía [FromFrom.GetPrevPolicy] y ahora está abierta al comercio y los negocios como siempre.;;;;;;;;;x
EVTDESC_JD_50021_ISO;Valyria has gone from [FromFrom.GetPrevPolicy] to Isolationist. The [FromFrom.Ruler.GetSonDaughterCap] of Heaven, [FromFrom.Ruler.GetDynName], is turning [FromFrom.Ruler.GetPossPronoun] back on the barbarian world that surrounds Valyria's perfection in order to [GetChinaIsolationPastime].;La Chine est passée d'une politique [FromFrom.GetPrevPolicy] à isolationniste. [FromFrom.Ruler.GetLeLaCap] [FromFrom.Ruler.GetSonDaughterCap] du Ciel, [FromFrom.Ruler.GetDynName], se coupe du monde barbare qui entoure la perfection de la Chine afin [GetChinaIsolationPastime].;China ist von [FromFrom.GetPrevPolicy] zu Isolationist gewechselt. [FromFrom.Ruler.GetDerDie] [FromFrom.Ruler.GetSonDaughterCap] des Himmels, [FromFrom.Ruler.GetDynName], wendet sich von der barbarischen Welt, die die Perfektion Chinas umgibt ab, damit [FromFrom.Ruler.GetSheHe] [GetChinaIsolationPastime].;;China ha pasado de [FromFrom.GetPrevPolicy] a aislacionista. El/La [FromFrom.Ruler.GetSonDaughterCap] del Cielo, [FromFrom.Ruler.GetDynName] le da la espalda al mundo bárbaro que rodea la perfección de China para [GetChinaIsolationPastime].;;;;;;;;;x
EVTDESC_JD_50021_EXP;The great [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName] of China has suddenly taken a keen interest in the rest of the world, particularly the West. This new Expansionist Policy could bode ill for neighboring rulers who are not in Valyria's good graces.\n\nThe Dragon is awake.;[FromFrom.Ruler.GetLeLaCap] grand[FromFrom.Ruler.Get_E] [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName] de Chine a soudainement un vif intérêt pour le reste du monde, en particulier l'Ouest. Cette nouvelle politique expansionniste pourrait être de mauvais augure pour les seigneurs voisins qui ne sont pas dans les bonnes grâces de la Chine.\n\nLe Dragon s'est réveillé.;[FromFrom.Ruler.GetDerDie] große [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName] von China hat plötzlich ein großes Interesse an dem Rest der Welt und vor allem dem Westen genommen. Diese neue Politik der Expansion könnte für benachbarte Herrscher, die nicht in Chinas Gnade stehen, schlecht ausgehen.\n\nDer Drache ist erwacht.;;El/La gran [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName] de China ha tomado de repente sumo interés en el resto del mundo, especialmente Occidente. Esta nueva política Expansionista podría no presagiar nada bueno para los gobernantes vecinos que no cuentan con la gracia de China.\n\nEl dragón ha despertado.;;;;;;;;;x
String_Luoyang;Luoyang;Luoyang;Luoyang;;Luoyang;;;;;;;;;x
String_Chengdu;Chengdu;Chengdu;Chengdu;;Chengdu;;;;;;;;;x
String_Datong;Datong;Datong;Datong;;Datong;;;;;;;;;x
String_Guangzhou;Guangzhou;Guangzhou;Guangzhou;;Guangzhou;;;;;;;;;x
String_Hangzhou;Hangzhou;Hangzhou;Hangzhou;;Hangzhou;;;;;;;;;x
String_Kaifeng;Kaifeng;Kaifeng;Kaifeng;;Kaifeng;;;;;;;;;x
String_Nanjing;Nanjing;Nanjing;Nanjing;;Nanjing;;;;;;;;;x
String_Changan;Chang'an;Chang'an;Chang'an;;Chang'an;;;;;;;;;x
String_End_Stable;The status quo in Valyria is over;La période de stabilité en Chine est terminée;Der Status quo Chinas ist vorüber;;Ha terminado el statu quo en China;;;;;;;;;x
String_End_Unrest;The period of Unrest in Valyria has come to an end and the surviving militant peasants have returned to till their fields;La période d'agitation en Chine a pris fin et les paysans encore en vie sont retournés à leurs champs;Die Zeit der Unruhen Chinas ist zu Ende und die überlebenden militanten Bauern sind zu ihren Feldern zurückgekehrt;;Ha finalizado el periodo de descontento en China y los campesinos militantes supervivientes han regresado a sus campos;;;;;;;;;x
String_End_Famine;The Great Famine in Valyria is finally over;La grande famine en Chine est enfin terminée;Die große Hungersnot Chinas ist endlich vorbei;;La Gran hambruna de China por fin ha terminado;;;;;;;;;x
String_End_Plague;The Pale Rider is done reaping his terrible harvest in Valyria and the Devastating Plague appears to have receded;La Faucheuse a fini sa terrible récolte en Chine et la peste dévastatrice semble avoir reculé;Der fahle Reiter hat aufgehört, die schreckliche Ernte Chinas heimzusuchen. Die verheerende Plage scheint zurückgegangen sein;;El jinete pálido ha terminado su horrible cosecha en China y la peste devastadora parece haber retrocedido.;;;;;;;;;x
String_End_Civil_War;The Chinese Civil War is over and the last rebel bastion has fallen;La guerre civile chinoise est terminée et le dernier bastion rebelle est tombé;Der chinesische Bürgerkrieg ist vorbei und die letzte rebellische Bastion gefallen;;Ha terminado la Guerra civil china, el último bastión rebelde ha caído;;;;;;;;;x
String_End_Golden_Age;The Chinese Golden Age appears to be over;L'âge d'or chinois semble être terminé;Das chinesische Goldene Zeitalter scheint vorbei zu sein;;La Edad de Oro china parece haber acabado;;;;;;;;;x
EVTDESC_JD_50031_UNREST;[FromFrom.GetChinaPreviousStatusEnd]. Popular uprisings have broken out in [GetRandomChineseRegion] and large groups of disgruntled peasants have taken up arms, led by [GetRandomChineseFaction]. Trade has been halved along the Silk Road and China will not be able to defend its Tributary states.;[FromFrom.GetChinaPreviousStatusEnd]. Des soulèvements populaires ont éclaté à [GetRandomChineseRegion] et de grands groupes de paysans mécontents dirigés par [GetRandomChineseFaction] ont pris les armes. Le commerce a été réduit de moitié le long de la Route de la Soie et la Chine ne pourra pas défendre ses États tributaires.;[FromFrom.GetChinaPreviousStatusEnd]. Aufstände sind in [GetRandomChineseRegion] ausgebrochen und große Gruppen verärgerter Bauern, angeführt von [GetRandomChineseFaction], haben die Waffen ergriffen. Der Handel auf der Seidenstraße ist zum Stillstand gekommen und China wird nicht in der Lage sein, seine Tributstaaten zu schützen.;;[FromFrom.GetChinaPreviousStatusEnd]. Han estallado levantamientos populares en [GetRandomChineseRegion] y grandes grupos de campesinos descontentos han tomado las armas, liderados por [GetRandomChineseFaction]. El comercio en la Ruta de la Seda se reduce a la mitad y China no será capaz de defender a sus estados tributarios.;;;;;;;;;x
EVTDESC_JD_50031_PLAGUE;[FromFrom.GetChinaPreviousStatusEnd]. The Pale Rider is sowing his deadly seeds in China - a Devastating Plague has broken out in [GetRandomChineseRegion]. No goods travel along the Silk Road as the merchants fear infection. Even so, the deadly scourge is spreading quickly, and the troubles of China could soon be ours... China will not be able to assist its Tributary states.;[FromFrom.GetChinaPreviousStatusEnd]. La Faucheuse ensemence ses graines mortelles en Chine - une peste dévastatrice a éclaté à [GetRandomChineseRegion]. Aucune marchandise ne transite via la Route de la Soie, puisque les commerçants craignent une infection. Même ainsi, le fléau mortel se répand rapidement, et les problèmes de la Chine pourraient bientôt être les nôtres... La Chine ne pourra pas aider ses États tributaires.;[FromFrom.GetChinaPreviousStatusEnd]. Der fahle Reiter sät seine tödlichen Samen in China und eine verheerende Pest ist in [GetRandomChineseRegion] ausgebrochen. Händler fürchten Infektionen und schicken keine Waren mehr auf die Seidenstraße. Trotzdem breitet sich die tödliche Geißel schnell aus und die Probleme Chinas könnten bald auch die unseren sein... China wird nicht in der Lage sein, seinen Tributstaaten zu helfen.;;[FromFrom.GetChinaPreviousStatusEnd]. El Jinete pálido está sembrando sus semillas mortales en China. Ha aparecido un brote de Peste devastadora en [GetRandomChineseRegion]. Los bienes no viajan por la Ruta de la Seda, ya que los mercaderes temen la infección. Aun así, el azote mortal se extiende rápidamente y los problemas de China pronto podrían ser los nuestros… China no podrá ayudar a sus estados tributarios.;;;;;;;;;x
EVTDESC_JD_50031_CW;[FromFrom.GetChinaPreviousStatusEnd]. Civil War now rocks China as a rebellious governor has managed to gather support from the local military officers in [GetRandomChineseRegion]. Silk Road profits are halved and Tributary states can use this opportunity to break free - China will not be able to assist them should they be attacked anyway.;[FromFrom.GetChinaPreviousStatusEnd]. La guerre civile ébranle la Chine alors qu'un gouverneur rebelle a réussi à recueillir le soutien des officiers militaires locaux à [GetRandomChineseRegion]. Les bénéfices de la Route de la Soie se réduisent de moitié et les États tributaires pourraient profiter de cette occasion pour se libérer - la Chine ne pourrait de toute façon pas les aider s'ils étaient attaqués.;[FromFrom.GetChinaPreviousStatusEnd]. Der Bürgerkrieg ist in China ausgebrochen, als es ein rebellischer Gouverneur geschafft hat, Unterstützung des lokalen Militärs von [GetRandomChineseRegion] zu erlangen. Gewinne an der Seidenstraße sind reduziert und Tributstaaten können diese Möglichkeit nutzen, ihre Unabhängigkeit zu fordern. China wird sie außerdem nicht schützen können.;;[FromFrom.GetChinaPreviousStatusEnd]. La guerra civil estremece China cuando un gobernador rebelde se gana el apoyo de los oficiales militares locales de [GetRandomChineseRegion]. Los beneficios de la Ruta de la Seda se reducen a la mitad, los estados tributarios pueden aprovechar esta oportunidad para liberarse y de todos modos China tampoco podrá ayudarlos si son atacados.;;;;;;;;;x
EVTDESC_JD_50031_GOLDEN;[FromFrom.GetChinaPreviousStatusEnd]. Harmony and progress are blossoming throughout China under the benevolent rule of [FromFrom.Ruler.GetDynName]. New types of precious silks and other wondrous new wares have started to flow along the increasingly safe routes of the Silk Road, whose wealth has doubled!;[FromFrom.GetChinaPreviousStatusEnd]. L'harmonie et les progrès sont en plein essor dans toute la Chine sous le règne bienveillant de [FromFrom.Ruler.GetDynName]. De nouveaux types de soies précieuses et d'autres nouvelles marchandises merveilleuses ont commencé à transiter via les routes de plus en plus sûres de la Route de la Soie, dont la richesse a doublé!;[FromFrom.GetChinaPreviousStatusEnd]. Harmonie und Fortschritt erblühen in ganz China unter der wohlwollenden Herrschaft von [FromFrom.Ruler.GetDynName]. Es tauchen neue Arten kostbarer Seide und andere wundersame neue Waren nach und nach auf dem immer sichereren Wegen der Seidenstraße auf. Der Reichtum der Seidenstraße hat sich verdoppelt!;;[FromFrom.GetChinaPreviousStatusEnd]. La armonía y progreso florecen por toda China bajo el gobierno benévolo de [FromFrom.Ruler.GetDynName]. ¡Nuevos tipos de sedas preciosas y otros nuevos bienes maravillosos han empezado a fluir por los caminos cada vez más seguros de la Ruta de la Seda, cuya riqueza se ha doblado!;;;;;;;;;x
EVTDESC_JD_50141_BOOST;With Valyria already suffering from the [offmap_china.GetPrevStatus], a great Ghiscari army has decided to exploit the situation and has crossed Slaver's Bay, heading towards Valyria. Will the fierce warriors from the slave Freehold manage to break the Dragon's back?;Alors que la Chine souffre déjà ([offmap_china.GetPrevStatus]), une grande horde mongole a décidé de profiter de la situation et traversé le nord de la Chine. Les féroces cavaliers des steppes parviendront-ils à briser le dos du Dragon ?;Mit China, das bereits unter [offmap_china.GetPrevStatus] leidet, hat eine große mongolische Armee beschlossen, die Situation zu nutzen und ist in Nordchina eingefallen. Werden die tapferen Reiter der endlosen Steppe in der Lage sein, den Rücken des Drachen zu brechen?;;Con China ya sufriendo por [offmap_china.GetPrevStatus], una gran horda mongola ha decidido aprovechar la situación, entrando en el Norte de China. ¿Conseguirán los feroces jinetes de las estepas infinitas partir el lomo del dragón?;;;;;;;;;x
EVTDESC_JD_50141_PENALTY;Right when Valyria is experiencing an almost unprecedented [offmap_china.GetPrevStatus], a great Ghiscari army has crossed Slaver's Bay, intent on conquering the whole Freehold, but the Dragon is mighty and the fierce warriors are in for a titanic struggle.;Juste au moment où la Chine connaît un état presque sans précédent ([offmap_china.GetPrevStatus]), une grande horde mongole a traversé l'Hebei, dans l'intention de conquérir tout l'empire, mais le Dragon est puissant et les féroces guerriers des steppes livrent une bataille titanesque.;Grade als China eine fast beispiellose [offmap_china.GetPrevStatus] erlebt, hat eine noch nie dagewesene Horde Hebei überquert, um das ganze Reich zu erobern. Allerdings ist der Drache mächtig und den tapferen Steppenkrieger steht ein gigantischer Kampf bevor.;;Justo cuando China sufría de una [offmap_china.GetPrevStatus] sin precedentes, una gran horda mongola ha cruzado el Heibei, intentando conquistar el imperio entero, pero el Dragón es poderoso y a los feroces guerreros de la estepa les espera una lucha titánica.;;;;;;;;;x
EVTOPT_JD_50141;Most inauspicious!;Vraiment fâcheux !;Sehr ungünstig!;;¡Qué poco propicio!;;;;;;;;;x
INTERESTING;Interesting...;Intéressant...;Interessant...;;Interesante…;;;;;;;;;x
EVTDESC_JD_50161;After years of constant warfare and battles involving hundreds of thousands of soldiers, the veteran armies of Valyria finally managed to win a decisive battle near [GetRandomChineseRegion]. The Ghiscari leaders were killed and their soldiers slaugthered to the last man.;Après des années de guerre continues et de batailles impliquant des centaines de milliers de soldats, les combattants chevronnés de la Chine ont finalement réussi à remporter une bataille décisive à [GetRandomChineseRegion]. Le Khagan mongol a été tué et ses gardes kheshiks ont été abattus jusqu'au dernier homme.;Nach Jahren eines ständigen Krieges und Kämpfen, an denen Hunderte von Tausenden von Soldaten beteiligt waren, gelang es den geschulten Armeen Chinas endlich, einen entscheidenden Kampf in der Nähe von [GetRandomChineseRegion] zu gewinnen. Der mongolische Khagan wurde getötet und seine Kheshig-Wachen bis zum letzten Mann abgeschlachtet.;;Tras años de guerra constante y batallas en las que participaron cientos de miles de soldados, los ejércitos veteranos de China han logrado finalmente ganar la batalla decisiva cerca de [GetRandomChineseRegion]. Se mató al khagan mongol y sus guardias kheshig murieron hasta el último hombre.;;;;;;;;;x
EVTOPT_JD_50161;Beware the Dragon of the East...;Méfiez-vous du Dragon de l'Est...;Hütet Euch vor dem Drachen des Ostens...;;Cuidado con el Dragón de Oriente…;;;;;;;;;x
EVTDESC_JD_50162;After years of constant warfare and battles involving hundreds of thousands of soldiers, the Ghiscari finally stand triumphant. The decisive battle was fought near [GetRandomChineseRegion]. A Ghiscari general now sits upon the Dragon Throne as [offmap_china.Ruler.GetEmperorEmpress] [offmap_china.Ruler.GetDynName], founder of a new Dynasty! However, Valyria is likely to suffer Unrest for many years to come...;Après des années de guerre continues et de batailles impliquant des centaines de milliers de soldats, les Mongols sont finalement triomphants. La bataille décisive a été menée à [GetRandomChineseRegion]. Le Khagan mongol est maintenant assis sur le Trône du Dragon en tant qu'[offmap_china.Ruler.GetEmperorEmpress] [offmap_china.Ruler.GetDynName], fondat[offmap_china.Ruler.GetEurRice] d'une nouvelle dynastie ! Cependant, la Chine est susceptible de souffrir de troubles pendant de nombreuses années...;Nach Jahren eines ständigen Krieges und Kämpfen, an denen Hunderte von Tausenden von Soldaten beteiligt waren, waren die Mongolen endlich siegreich. Die entscheidende Schlacht wurde nahe [GetRandomChineseRegion] ausgetragen. Der Mongolen-Khagan sitzt nun auf dem Drachenthron als [offmap_china.Ruler.GetEmperorEmpress] [offmap_china.Ruler.GetDynName], Gründer einer neuen Dynastie! China wird allerdings sehr wahrscheinlich mehrere Jahre Unruhe durchleben...;;Tras años de guerra constante y batallas en las que participaron cientos de miles de soldados, los mongoles han salido triunfantes. La batalla final tuvo lugar cerca de [GetRandomChineseRegion]. El khagan mongol se sienta ahora en el Trono del dragón como [offmap_china.Ruler.GetEmperorEmpress] [offmap_china.Ruler.GetDynName], ¡fundando una nueva dinastía! No obstante, es muy probable que China sufra descontento durante muchos años…;;;;;;;;;x
EVTOPT_JD_50162;The Ghiscari truly are fearsome!;Les Mongols sont vraiment redoutables !;Die Mongolen sind wahrlich furchteinflößend!;;¡Los mongoles son temibles!;;;;;;;;;x
EVTDESC_JD_50181_BOOST;With Valyria already suffering from the [offmap_china.GetPrevStatus], an additional misfortune has struck the Freehold - the Rhoynar from the Rhoyne have united under a great King. A great army of fierce warriors is now crossing into Valyria from the Northwest. Clearly, this is no ordinary raid to test the Valyrian defenses.;Alors que la Chine souffre déjà ([offmap_china.GetPrevStatus]), un malheur supplémentaire frappe l'Empire du Milieu - les tribus jurchens du fleuve Yalu se sont unies sous un grand khagan. Une grande horde de guerriers chevronnés se dirige maintenant vers la Chine depuis le nord-est. De toute évidence, ce n'est pas une incursion ordinaire conçue pour tester les défenses chinoises.;Mit einem China, das bereits unter [offmap_china.GetPrevStatus] leidet, hat ein zusätzliches Unglück das Mittlere Königreich getroffen. Die Jurchen-Stämme aus dem Yalu-Fluss haben sich unter einem großen Khagan vereint. Eine große Anzahl tapferer Pferdekrieger dringt nun aus Nordost in China ein. Es ist deutlich, dass dies kein gewöhnlicher Überfall ist, um die chinesische Verteidigung zu testen.;;Con China ya sufriendo por [offmap_china.GetPrevStatus], otra desgracia ha golpeado el Reino Central. Las tribus yurchen del río Yalu se han unido bajo un gran khagan. Una gran horda de feroces jinetes está entrando en China por el Noroeste. Desde luego, no es una incursión normal para poner a prueba las defensas chinas.;;;;;;;;;x
EVTDESC_JD_50181_PENALTY;Right when Valyria is experiencing an almost unprecedented [offmap_china.GetPrevStatus], a great Rhoynish army has crossed the Rhoyne, invading the Northwest. However, the Dragon is mighty and the fierce river warriors are in for a titanic struggle, for the great riches of the Valyrian Peninsula are defended by a million well-equipped soldiers...;Juste au moment où la Chine connaît un état presque sans précédent ([offmap_china.GetPrevStatus]), une grande horde jurchen a traversé le fleuve Liao, envahissant le nord-est. Cependant, le Dragon est puissant et les féroces guerriers des steppes livrent une bataille titanesque, car les grandes richesses de la Terre divine sont défendues par un million de soldats bien équipés...;Grade als China eine fast beispiellose [offmap_china.GetPrevStatus] erlebt, hat eine noch nie dagewesene Anzahl Jurchen den Liao-Fluss überquert und dringt von Nordosten aus ein. Der Drache ist allerdings mächtig und den tapferen Steppenkriegern steht eine gigantische Schlacht bevor, denn die Reichen Ländereien des göttlichen Landes werden von Millionen gut ausgerüsteter Soldaten verteidigt.;;Justo cuando China sufría de una [offmap_china.GetPrevStatus] casi sin precedentes, una gran horda yurchen ha cruzado el río Liao, intentando conquistar el imperio entero, pero el Dragón es poderoso y a los feroces guerreros de la estepa les espera una lucha titánica, pues las grandes riquezas de la Tierra Divina están defendidas por un millón de soldados bien equipados…;;;;;;;;;x
EVTDESC_JD_50201;After years of constant warfare and battles involving hundreds of thousands of soldiers, the veteran armies of Valyria finally managed to win a decisive battle near [GetRandomChineseRegion]. The Rhoynish leader was slain and his guards slaughtered to the last man.;Après des années de guerre continues et de batailles impliquant des centaines de milliers de soldats, les combattants chevronnés de la Chine ont réussi à remporter une bataille décisive à [GetRandomChineseRegion]. Le Khagan jurchen a été tué et ses gardes d'élite ont été abattus au dernier homme.;Nach Jahren eines ständigen Krieges und Kämpfen, an denen Hunderte von Tausenden von Soldaten beteiligt waren, haben die geschulten Armeen Chinas endlich eine entscheidende Schlacht nahe [GetRandomChineseRegion] gewonnen. Der Jurchen-Khagan wurde getötet und seine Elitewache bis zum letzten Mann abgeschlachtet.;;Tras años de guerra constante y batallas en las que participaron cientos de miles de soldados, los ejércitos veteranos de China han logrado finalmente ganar la batalla decisiva cerca de [GetRandomChineseRegion]. Se mató al khagan yurchen y sus guardias de élite murieron hasta el último hombre.;;;;;;;;;x
EVTOPT_JD_50201;The Dragon roars...;Le dragon rugit...;Der Drache brüllt...;;El dragón ruge…;;;;;;;;;x
EVTDESC_JD_50202;After years of constant warfare and battles involving hundreds of thousands of soldiers, the Rhoynar finally stand triumphant. The decisive battle was fought near [GetRandomChineseRegion]. The Rhoynish King now sits upon the Dragon Throne as [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName], founder of a new Dynasty! However, Valyria is likely to suffer Unrest for many years to come...;Après des années de guerre continues et de batailles impliquant des centaines de milliers de soldats, les Jurchens sont finalement triomphants. La bataille décisive a été menée à [GetRandomChineseRegion]. Le Khagan jurchen est maintenant assis sur le Trône du Dragon en tant qu'[FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName], fondat[FromFrom.Ruler.GetEurRice] d'une nouvelle dynastie ! Cependant, la Chine est susceptible de souffrir de troubles pendant de nombreuses années...;Nach Jahren eines ständigen Krieges und Kämpfen, an denen Hunderte von Tausenden von Soldaten beteiligt waren, haben die Jurchen endlich gesiegt. Die entscheidende Schlacht wurde nahe [GetRandomChineseRegion] ausgetragen. Der Jurchen-Khagan sitzt nun auf dem Drachenthron als [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName], Gründer einer neuen Dynastie! China wird allerdings sehr wahrscheinlich mehrere Jahre Unruhe durchleben...;;Tras años de guerra constante y batallas en las que participaron cientos de miles de soldados, los yurchen han salido triunfantes. La batalla final tuvo lugar cerca de [GetRandomChineseRegion]. El khagan yurchen se sienta ahora en el Trono del dragón como [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName], ¡fundando una nueva dinastía! No obstante, es muy probable que China sufra descontento durante muchos años…;;;;;;;;;x
EVTOPT_JD_50202;These Rhoynar sound dangerous...;Ces Jurchens semblent dangereux...;Diese Jurchen klingen gefährlich...;;Esos yurchen parecen peligrosos…;;;;;;;;;x
EVTDESC_JD_50281_UNREST;The long period of Unrest and sporadic popular uprisings in Valyria has turned into a full-blown Civil War! Many think that [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName] is weak and is no true dragon. Even as [FromFrom.Ruler.GetSubjectPronoun] cowers in [GetRandomChineseRegion], massive rebel armies are on the move, attacking loyalist strongholds. Still, the rebels have not yet gathered under a single leader, and different factions are even fighting each other. Valyrian Route profits are halved and Tributary states can use this opportunity to break free – Valyria will not be able to assist them should they be attacked anyway.;La longue période de troubles et de soulèvements populaires sporadiques en Chine a abouti à une guerre civile ! Beaucoup de gens pensent que l'[FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName] est faible et a perdu le Mandat du Ciel. Pendant qu'[FromFrom.Ruler.GetIlElle] se tapit à [GetRandomChineseRegion], des armées rebelles massives sont en mouvement et attaquent les bastions loyalistes. Les rebelles ne se sont pas encore rassemblés sous un seul chef cependant, et différentes factions se combattent. Les bénéfices de la Route de la Soie sont réduits de moitié et les États tributaires pourraient profiter de cette occasion pour se libérer - la Chine ne pourrait de toute façon pas les aider s'ils étaient attaqués.;Die lange Zeit der Unruhe und der sporadischen Volksaufstände in China hat sich zu einem totalen Bürgerkrieg entwickelt! Viele denken, dass [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName] schwach ist und das Mandat des Himmels verloren hat. Selbst während [FromFrom.Ruler.GetSheHe] sich in [GetRandomChineseRegion] versteckt, sind massive Rebellenarmeen unterwegs und greifen loyale Festungen an. Dennoch sind die Rebellen noch nicht unter einem einzigen Führer versammelt und daher bekämpfen sich sogar verschiedene Fraktionen gegenseitig. Die Gewinne auf der Seidenstraße sind halbiert und Tributstaaten können diese Möglichkeit nutzen, ihre Unabhängigkeit zu fordern. Außerdem wird China nicht in der Lage sein, sie vor Angriffen zu schützen.;;¡El largo periodo de descontento y levantamientos populares esporádicos de China se han convertido en una verdadera guerra civil! Muchos creen que [FromFrom.Ruler.GetDynName], actual [FromFrom.Ruler.GetEmperorEmpress] de China, es débil y perdió el Mandato del cielo. Mientras se encoge en [GetRandomChineseRegion], enormes ejércitos rebeldes se ponen en marcha, atacando bastiones leales. Sin embargo, los rebeldes aún no se han unido bajo un solo líder y hay incluso diferentes facciones enfrentándose entre ellas. Los beneficios de la Ruta de la Seda se reducen a la mitad y los estados tributarios pueden aprovechar esta oportunidad para liberarse. De todas maneras, China no podrá ayudarles si los atacan.;;;;;;;;;x
EVTOPT_JD_50281;A House Divided...;Une maison divisée...;Ein geteiltes Haus...;;Una casa dividida…;;;;;;;;;x
EVTDESC_JD_50301;The Valyrian Civil War has come to an abrubt end. [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName] utterly crushed the main rebel army in [GetRandomChineseRegion], ending the long years of confusing warfare and shifting alliances between loyalists, nobles, dynastic pretenders and an overly ambitious governor. Things are slowly returning to normal in the Freehold and the Silk Road is safe again.;La guerre civile chinoise a pris fin. L'[FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName] a écrasé la principale armée rebelle à [GetRandomChineseRegion], mettant fin aux longues années de guerre déroutantes et aux alliances variables entre les loyalistes, les moines agitateurs, les prétendants dynastiques et un gouverneur trop ambitieux. Les choses reviennent progressivement à la normale dans l'Empire du Milieu et la Route de la Soie est de nouveau sécurisée.;Der chinesische Bürgerkrieg ist zu einem abrupten Ende gekommen. [FromFrom.Ruler.GetEmperorEmpress] [FromFrom.Ruler.GetDynName] hat die Hauptrebellenarmee in [GetRandomChineseRegion] komplett vernichtet, wodurch die langen Jahre verwirrender Kriegsführung beendet sind und sich Allianzen zwischen Loyalisten, aufwieglerischen Mönchen, dynastischen Prätendenten und einem überaus ehrgeizigen Gouverneur verlagern. Im Mittleren Reich geht es langsam wieder normal zu und die Seidenstraße ist wieder sicher.;;La guerra civil china ha llegado a un fin repentino. [FromFrom.Ruler.GetEmperorEmpress] aplastó al principal ejército rebelde en [GetRandomChineseRegion], poniendo fin a muchos años de enfrentamientos confusos y alianzas cambiantes entre leales, monjes agitadores, pretendientes dinásticos y un gobernador demasiado ambicioso. Las cosas vuelven lentamente a la normalidad en el Reino Central y la Ruta de la Seda vuelve a ser segura.;;;;;;;;;x
EVTOPT_JD_50301;Good, I could use some new silk clothes!;Bien, je pourrais me procurer de nouveaux vêtements en soie !;Gut, ich könnte einige neue Seidenkleider brauchen!;;¡Bien, me vendrían bien nuevas ropas de seda!;;;;;;;;;x
